"uri","bill type","date","home page","home page > uri","label","session > display name","sponsors > sponsor printed","title"
"http://data.parliament.uk/resources/393558","Ten Minute Rule","2015-03-30","armedforcespreventionofdiscriminationno2.html","http://services.parliament.uk/bills/armedforcespreventionofdiscriminationno2.html","Armed Forces (Prevention of Discrimination) (No. 2)","2014-2015","Thomas Docherty","Armed Forces (Prevention of Discrimination) (No. 2)"
"http://data.parliament.uk/resources/393560","Ten Minute Rule","2015-03-30","nationaldefencemedal.html","http://services.parliament.uk/bills/nationaldefencemedal.html","National Defence Medal","2014-2015","Stephen Gilbert","National Defence Medal"
"http://data.parliament.uk/resources/393561","Ten Minute Rule","2015-03-30","apprenticeshipschildbenefitandtaxcreditentitlementresearch.html","http://services.parliament.uk/bills/apprenticeshipschildbenefitandtaxcreditentitlementresearch.html","Apprenticeships (Child Benefit and Tax Credit Entitlement) (Research)","2014-2015","Jesse Norman","Apprenticeships (Child Benefit and Tax Credit Entitlement) (Research)"
"http://data.parliament.uk/resources/393562","Ten Minute Rule","2015-03-30","nationalhealthserviceandcaresectorworkerscreditunionandhighcostcredit.html","http://services.parliament.uk/bills/nationalhealthserviceandcaresectorworkerscreditunionandhighcostcredit.html","National Health Service and Care Sector Workers (Credit Union and High Cost Credit)","2014-2015","Mr Gareth Thomas","National Health Service and Care Sector Workers (Credit Union and High Cost Credit)"
"http://data.parliament.uk/resources/393563","Ten Minute Rule","2015-03-30","parliamentaryandconstitutionalreform.html","http://services.parliament.uk/bills/parliamentaryandconstitutionalreform.html","Parliamentary and Constitutional Reform","2014-2015","Andrew Rosindell","Parliamentary and Constitutional Reform"
"http://data.parliament.uk/resources/393565","Ten Minute Rule","2015-03-30","dogsregistration.html","http://services.parliament.uk/bills/dogsregistration.html","Dogs (Registration)","2014-2015","Julie Hilling","Dogs (Registration)"
"http://data.parliament.uk/resources/393566","Ten Minute Rule","2015-03-30","overseasvoters15yearrule.html","http://services.parliament.uk/bills/overseasvoters15yearrule.html","Overseas Voters (15 Year Rule)","2014-2015","Geoffrey Clifton-Brown","Overseas Voters (15 Year Rule)"
"http://data.parliament.uk/resources/393568","Ten Minute Rule","2015-03-30","busesaudioannouncements.html","http://services.parliament.uk/bills/busesaudioannouncements.html","Buses (Audio Announcements)","2014-2015","Jim Shannon","Buses (Audio Announcements)"
"http://data.parliament.uk/resources/393570","Ten Minute Rule","2015-03-30","funeralservices.html","http://services.parliament.uk/bills/funeralservices.html","Funeral Services","2014-2015","Mrs Emma Lewell-Buck","Funeral Services"
"http://data.parliament.uk/resources/393571","Ten Minute Rule","2015-03-30","planningconsentapplicationscontracts.html","http://services.parliament.uk/bills/planningconsentapplicationscontracts.html","Planning Consent Applications (Contracts)","2014-2015","Mr Nigel Evans","Planning Consent Applications (Contracts)"
"http://data.parliament.uk/resources/393572","Presentation","2015-03-30","localplanningandhousing.html","http://services.parliament.uk/bills/localplanningandhousing.html","Local Planning and Housing","2014-2015","Sir William Cash","Local Planning and Housing"
"http://data.parliament.uk/resources/393573","Presentation","2015-03-30","offroadvehiclesregistration.html","http://services.parliament.uk/bills/offroadvehiclesregistration.html","Off-Road Vehicles (Registration)","2014-2015","Mr David Ward","Off-Road Vehicles (Registration)"
"http://data.parliament.uk/resources/393574","Ten Minute Rule","2015-03-30","equalpaytransparency.html","http://services.parliament.uk/bills/equalpaytransparency.html","Equal Pay (Transparency)","2014-2015","Sarah Champion","Equal Pay (Transparency)"
"http://data.parliament.uk/resources/393577","Ten Minute Rule","2015-03-30","internetcommunicationsregulation.html","http://services.parliament.uk/bills/internetcommunicationsregulation.html","Internet Communications (Regulation)","2014-2015","Sir Alan Duncan","Internet Communications (Regulation)"
"http://data.parliament.uk/resources/393578","Ten Minute Rule","2015-03-30","alcohollabellingpregnancy.html","http://services.parliament.uk/bills/alcohollabellingpregnancy.html","Alcohol Labelling (Pregnancy):","2014-2015","Bill Esterson","Alcohol Labelling (Pregnancy):"
"http://data.parliament.uk/resources/393580","Ten Minute Rule","2015-03-30","localgovernmentplanningpermissionandreferendums.html","http://services.parliament.uk/bills/localgovernmentplanningpermissionandreferendums.html","Local Government (Planning Permission and Referendums)","2014-2015","Martin Vickers","Local Government (Planning Permission and Referendums)"
"http://data.parliament.uk/resources/393583","Presentation","2015-03-30","fixedtermparliamentsrepeal.html","http://services.parliament.uk/bills/fixedtermparliamentsrepeal.html","Fixed-Term Parliaments (Repeal)","2014-2015","Sir Alan Duncan","Fixed-Term Parliaments (Repeal)"
"http://data.parliament.uk/resources/393584","Ten Minute Rule","2015-03-30","roadfuelpricingequalisation.html","http://services.parliament.uk/bills/roadfuelpricingequalisation.html","Road Fuel Pricing (Equalisation)","2014-2015","Mark Garnier","Road Fuel Pricing (Equalisation)"
"http://data.parliament.uk/resources/393585","Presentation","2015-03-30","frackingmeasurementandregulationofimpactsairwaterandgreenhousegasemissions.html","http://services.parliament.uk/bills/frackingmeasurementandregulationofimpactsairwaterandgreenhousegasemissions.html","Fracking (Measurement and Regulation of Impacts) (Air, Water and Greenhouse Gas Emissions)","2014-2015","Geraint Davies","Fracking (Measurement and Regulation of Impacts) (Air, Water and Greenhouse Gas Emissions)"
"http://data.parliament.uk/resources/393586","Ten Minute Rule","2015-03-30","onshorewindturbinesubsidiesabolition.html","http://services.parliament.uk/bills/onshorewindturbinesubsidiesabolition.html","Onshore Wind Turbine Subsidies (Abolition)","2014-2015","Nigel Adams","Onshore Wind Turbine Subsidies (Abolition)"
"http://data.parliament.uk/resources/393588","Ten Minute Rule","2015-03-30","privaterentedsectordecenthomesstandard.html","http://services.parliament.uk/bills/privaterentedsectordecenthomesstandard.html","Private Rented Sector (Decent Homes Standard)","2014-2015","Laura Sandys","Private Rented Sector (Decent Homes Standard)"
"http://data.parliament.uk/resources/393589","Ten Minute Rule","2015-03-30","livingwagereporting.html","http://services.parliament.uk/bills/livingwagereporting.html","Living Wage (Reporting)","2014-2015","Heidi Alexander","Living Wage (Reporting)"
"http://data.parliament.uk/resources/393590","Presentation","2015-03-30","righttobuyandrighttoacquireschemesresearch.html","http://services.parliament.uk/bills/righttobuyandrighttoacquireschemesresearch.html","Right to Buy and Right to Acquire Schemes (Research)","2014-2015","Tim Farron","Right to Buy and Right to Acquire Schemes (Research)"
"http://data.parliament.uk/resources/393591","Ten Minute Rule","2015-03-30","publicsectorefficiencyemployeeparticipation.html","http://services.parliament.uk/bills/publicsectorefficiencyemployeeparticipation.html","Public Sector Efficiency (Employee Participation)","2014-2015","John Pugh","Public Sector Efficiency (Employee Participation)"
"http://data.parliament.uk/resources/393594","Ten Minute Rule","2015-03-30","jobcreationpowersscotland.html","http://services.parliament.uk/bills/jobcreationpowersscotland.html","Job Creation Powers (Scotland)","2014-2015","Ian Murray","Job Creation Powers (Scotland)"
"http://data.parliament.uk/resources/393595","Ten Minute Rule","2015-03-30","nature.html","http://services.parliament.uk/bills/nature.html","Nature","2014-2015","Sir John Randall","Nature"
"http://data.parliament.uk/resources/393596","Ten Minute Rule","2015-03-30","employmentofpeoplewithdisabilitiesreporting.html","http://services.parliament.uk/bills/employmentofpeoplewithdisabilitiesreporting.html","Employment of People with Disabilities (Reporting)","2014-2015","Debbie Abrahams","Employment of People with Disabilities (Reporting)"
"http://data.parliament.uk/resources/393598","Ten Minute Rule","2015-03-30","housingombudsmanpowertosettledisputesbetweenneighboursandtenants.html","http://services.parliament.uk/bills/housingombudsmanpowertosettledisputesbetweenneighboursandtenants.html","Housing Ombudsman (Power to Settle Disputes Between Neighbours and Tenants)","2014-2015","Nick de Bois","Housing Ombudsman (Power to Settle Disputes Between Neighbours and Tenants)"
"http://data.parliament.uk/resources/393600","Ten Minute Rule","2015-03-30","mesotheliomaamendmenthc.html","http://services.parliament.uk/bills/mesotheliomaamendmenthc.html","Mesothelioma (Amendment)","2014-2015","Mike Kane","Mesothelioma (Amendment)"
"http://data.parliament.uk/resources/393601","Presentation","2015-03-30","standardisedtestingfordiabetespeopleaged40andover.html","http://services.parliament.uk/bills/standardisedtestingfordiabetespeopleaged40andover.html","Standardised Testing for Diabetes (People Aged 40 and Over)","2014-2015","Keith Vaz","Standardised Testing for Diabetes (People Aged 40 and Over)"
"http://data.parliament.uk/resources/393602","Presentation","2015-03-30","nationalhealthservice.html","http://services.parliament.uk/bills/nationalhealthservice.html","National Health Service","2014-2015","Caroline Lucas","National Health Service"
"http://data.parliament.uk/resources/393603","Ten Minute Rule","2015-03-30","horsesandponiesliveexport.html","http://services.parliament.uk/bills/horsesandponiesliveexport.html","Horses and Ponies (Live Export)","2014-2015","Gregory Barker","Horses and Ponies (Live Export)"
"http://data.parliament.uk/resources/393604","Ten Minute Rule","2015-03-30","representationofthepeoplecandidatesdisclosure.html","http://services.parliament.uk/bills/representationofthepeoplecandidatesdisclosure.html","Representation of the People (Candidate’s Disclosure)","2014-2015","Mr Jim Hood","Representation of the People (Candidate’s Disclosure)"
"http://data.parliament.uk/resources/393605","Presentation","2015-03-30","confiscationorderssentencingandoffence.html","http://services.parliament.uk/bills/confiscationorderssentencingandoffence.html","Confiscation Orders (Sentencing and Offence)","2014-2015","Keith Vaz","Confiscation Orders (Sentencing and Offence)"
"http://data.parliament.uk/resources/393608","Ten Minute Rule","2015-03-30","schoolsopportunitytostudyforqualifications.html","http://services.parliament.uk/bills/schoolsopportunitytostudyforqualifications.html","Schools (Opportunity to Study for Qualifications)","2014-2015","Chris Skidmore","Schools (Opportunity to Study for Qualifications)"
"http://data.parliament.uk/resources/393609","Presentation","2015-03-30","protectionofchildrenremovalofpolicediscretion.html","http://services.parliament.uk/bills/protectionofchildrenremovalofpolicediscretion.html","Protection of Children (Removal of Police Discretion)","2014-2015","Barry Sheerman","Protection of Children (Removal of Police Discretion)"
"http://data.parliament.uk/resources/393388","Government","2015-03-27","consumerrights.html","http://services.parliament.uk/bills/consumerrights.html","Consumer Rights","2013-2014","Baroness Neville-Rolfe","Consumer Rights"
"http://data.parliament.uk/resources/393388","Government","2015-03-27","consumerrights.html","http://services.parliament.uk/bills/consumerrights.html","Consumer Rights","2014-2015","Vince Cable","Consumer Rights"
"http://data.parliament.uk/resources/393389","Government","2015-03-27","deregulation.html","http://services.parliament.uk/bills/deregulation.html","Deregulation","2013-2014","Lord Wallace of Saltaire","Deregulation"
"http://data.parliament.uk/resources/393389","Government","2015-03-27","deregulation.html","http://services.parliament.uk/bills/deregulation.html","Deregulation","2014-2015","Mr Oliver Letwin","Deregulation"
"http://data.parliament.uk/resources/393427","Government","2015-03-27","armedforcesservicecomplaintsandfinancialassistance.html","http://services.parliament.uk/bills/armedforcesservicecomplaintsandfinancialassistance.html","Armed Forces (Service Complaints and Financial Assistance)","2014-2015","Lord Astor of Hever","Armed Forces (Service Complaints and Financial Assistance)"
"http://data.parliament.uk/resources/393427","Government","2015-03-27","armedforcesservicecomplaintsandfinancialassistance.html","http://services.parliament.uk/bills/armedforcesservicecomplaintsandfinancialassistance.html","Armed Forces (Service Complaints and Financial Assistance)","2014-2015","Michael Fallon","Armed Forces (Service Complaints and Financial Assistance)"
"http://data.parliament.uk/resources/393429","HoL Private","2015-03-27","mutualsdeferredshares.html","http://services.parliament.uk/bills/mutualsdeferredshares.html","Mutuals' Deferred Shares","2014-2015","Jonathan Evans","Mutuals' Deferred Shares"
"http://data.parliament.uk/resources/393429","HoL Private","2015-03-27","mutualsdeferredshares.html","http://services.parliament.uk/bills/mutualsdeferredshares.html","Mutuals' Deferred Shares","2014-2015","Lord Naseby","Mutuals' Deferred Shares"
"http://data.parliament.uk/resources/393431","HoL Private","2015-03-27","houseoflordsexpulsionandsuspension.html","http://services.parliament.uk/bills/houseoflordsexpulsionandsuspension.html","House of Lords (Expulsion and Suspension)","2014-2015","Baroness Hayman","House of Lords (Expulsion and Suspension)"
"http://data.parliament.uk/resources/393431","HoL Private","2015-03-27","houseoflordsexpulsionandsuspension.html","http://services.parliament.uk/bills/houseoflordsexpulsionandsuspension.html","House of Lords (Expulsion and Suspension)","2014-2015","Sir George Young","House of Lords (Expulsion and Suspension)"
"http://data.parliament.uk/resources/393437","Government","2015-03-27","modernslavery.html","http://services.parliament.uk/bills/modernslavery.html","Modern Slavery","2014-2015","Lord Bates","Modern Slavery"
"http://data.parliament.uk/resources/393437","Government","2015-03-27","modernslavery.html","http://services.parliament.uk/bills/modernslavery.html","Modern Slavery","2014-2015","Theresa May","Modern Slavery"
"http://data.parliament.uk/resources/393460","Ballot","2015-03-27","internationaldevelopmentofficialdevelopmentassistancetarget.html","http://services.parliament.uk/bills/internationaldevelopmentofficialdevelopmentassistancetarget.html","International Development (Official Development Assistance Target)","2014-2015","Lord Purvis of Tweed","International Development (Official Development Assistance Target)"
"http://data.parliament.uk/resources/393460","Ballot","2015-03-27","internationaldevelopmentofficialdevelopmentassistancetarget.html","http://services.parliament.uk/bills/internationaldevelopmentofficialdevelopmentassistancetarget.html","International Development (Official Development Assistance Target)","2014-2015","Michael Moore","International Development (Official Development Assistance Target)"
"http://data.parliament.uk/resources/393462","Ballot","2015-03-27","selfbuildandcustomhousebuilding.html","http://services.parliament.uk/bills/selfbuildandcustomhousebuilding.html","Self-build and Custom Housebuilding","2014-2015","Lord Best","Self-build and Custom Housebuilding"
"http://data.parliament.uk/resources/393462","Ballot","2015-03-27","selfbuildandcustomhousebuilding.html","http://services.parliament.uk/bills/selfbuildandcustomhousebuilding.html","Self-build and Custom Housebuilding","2014-2015","Mr Richard Bacon","Self-build and Custom Housebuilding"
"http://data.parliament.uk/resources/393464","Ballot","2015-03-27","zerohourscontracts.html","http://services.parliament.uk/bills/zerohourscontracts.html","Zero Hours Contracts","2014-2015","Ian Mearns","Zero Hours Contracts"
"http://data.parliament.uk/resources/393466","Ballot","2015-03-27","healthandsocialcaresafetyandquality.html","http://services.parliament.uk/bills/healthandsocialcaresafetyandquality.html","Health and Social Care (Safety and Quality)","2014-2015","Jeremy Lefroy","Health and Social Care (Safety and Quality)"
"http://data.parliament.uk/resources/393466","Ballot","2015-03-27","healthandsocialcaresafetyandquality.html","http://services.parliament.uk/bills/healthandsocialcaresafetyandquality.html","Health and Social Care (Safety and Quality)","2014-2015","Lord Ribeiro","Health and Social Care (Safety and Quality)"
"http://data.parliament.uk/resources/393467","Ballot","2015-03-27","localgovernmentreligiousetcobservances.html","http://services.parliament.uk/bills/localgovernmentreligiousetcobservances.html","Local Government (Religious etc. Observances)","2014-2015","Jake Berry","Local Government (Religious etc. Observances)"
"http://data.parliament.uk/resources/393467","Ballot","2015-03-27","localgovernmentreligiousetcobservances.html","http://services.parliament.uk/bills/localgovernmentreligiousetcobservances.html","Local Government (Religious etc. Observances)","2014-2015","Lord Cormack","Local Government (Religious etc. Observances)"
"http://data.parliament.uk/resources/393470","Ballot","2015-03-27","underoccupancypenaltyexemptions.html","http://services.parliament.uk/bills/underoccupancypenaltyexemptions.html","Under-Occupancy Penalty (Exemptions)","2014-2015","Yvonne Fovargue","Under-Occupancy Penalty (Exemptions)"
"http://data.parliament.uk/resources/393471","Ballot","2015-03-27","transparencyandaccountability.html","http://services.parliament.uk/bills/transparencyandaccountability.html","Transparency and Accountability","2014-2015","John Hemming","Transparency and Accountability"
"http://data.parliament.uk/resources/393472","Ballot","2015-03-27","tenanciesreform.html","http://services.parliament.uk/bills/tenanciesreform.html","Tenancies (Reform)","2014-2015","Sarah Teather","Tenancies (Reform)"
"http://data.parliament.uk/resources/393474","Ballot","2015-03-27","controlofhorses.html","http://services.parliament.uk/bills/controlofhorses.html","Control of Horses","2014-2015","Baroness Mallalieu","Control of Horses"
"http://data.parliament.uk/resources/393474","Ballot","2015-03-27","controlofhorses.html","http://services.parliament.uk/bills/controlofhorses.html","Control of Horses","2014-2015","Julian Sturdy","Control of Horses"
"http://data.parliament.uk/resources/393476","Ballot","2015-03-27","localgovernmentreviewofdecisions.html","http://services.parliament.uk/bills/localgovernmentreviewofdecisions.html","Local Government (Review of Decisions)","2014-2015","Baroness Eaton","Local Government (Review of Decisions)"
"http://data.parliament.uk/resources/393476","Ballot","2015-03-27","localgovernmentreviewofdecisions.html","http://services.parliament.uk/bills/localgovernmentreviewofdecisions.html","Local Government (Review of Decisions)","2014-2015","Mr Mark Spencer","Local Government (Review of Decisions)"
"http://data.parliament.uk/resources/393477","Ballot","2015-03-27","healthservicecommissionerforenglandcomplainthandling.html","http://services.parliament.uk/bills/healthservicecommissionerforenglandcomplainthandling.html","Health Service Commissioner for England (Complaint Handling)","2014-2015","Baroness Finlay of Llandaff","Health Service Commissioner for England (Complaint Handling)"
"http://data.parliament.uk/resources/393477","Ballot","2015-03-27","healthservicecommissionerforenglandcomplainthandling.html","http://services.parliament.uk/bills/healthservicecommissionerforenglandcomplainthandling.html","Health Service Commissioner for England (Complaint Handling)","2014-2015","Mr David Davis","Health Service Commissioner for England (Complaint Handling)"
"http://data.parliament.uk/resources/393483","Presentation","2015-03-27","termsandconditionsmigrantworkers.html","http://services.parliament.uk/bills/termsandconditionsmigrantworkers.html","Terms and Conditions (Migrant Workers)","2014-2015","Thomas Docherty","Terms and Conditions (Migrant Workers)"
"http://data.parliament.uk/resources/393486","Presentation","2015-03-27","transparencyoflobbyingnonpartycampaigningandtradeunionadministrationact2014repeal.html","http://services.parliament.uk/bills/transparencyoflobbyingnonpartycampaigningandtradeunionadministrationact2014repeal.html","Transparency of Lobbying, Non-Party Campaigning and Trade Union Administration Act 2014 (Repeal)","2014-2015","Thomas Docherty","Transparency of Lobbying, Non-Party Campaigning and Trade Union Administration Act 2014 (Repeal)"
"http://data.parliament.uk/resources/393492","Presentation","2015-03-27","workingtimedirectivelimitation.html","http://services.parliament.uk/bills/workingtimedirectivelimitation.html","Working Time Directive (Limitation)","2014-2015","Mr Christopher Chope","Working Time Directive (Limitation)"
"http://data.parliament.uk/resources/393517","Presentation","2015-03-27","ukborderscontrol.html","http://services.parliament.uk/bills/ukborderscontrol.html","UK Borders Control","2014-2015","Mr Christopher Chope","UK Borders Control"
"http://data.parliament.uk/resources/393522","Presentation","2015-03-27","sugarinfoodanddrinkstargetslabellingandadvertising.html","http://services.parliament.uk/bills/sugarinfoodanddrinkstargetslabellingandadvertising.html","Sugar in Food and Drinks (Targets, Labelling and Advertising)","2014-2015","Geraint Davies","Sugar in Food and Drinks (Targets, Labelling and Advertising)"
"http://data.parliament.uk/resources/393523","Ten Minute Rule","2015-03-27","tyresbusesandcoaches.html","http://services.parliament.uk/bills/tyresbusesandcoaches.html","Tyres (Buses and Coaches)","2014-2015","Steve Rotheram","Tyres (Buses and Coaches)"
"http://data.parliament.uk/resources/393537","Ten Minute Rule","2015-03-27","wildanimalsincircuses.html","http://services.parliament.uk/bills/wildanimalsincircuses.html","Wild Animals in Circuses","2014-2015","Jim Fitzpatrick","Wild Animals in Circuses"
"http://data.parliament.uk/resources/393542","Ten Minute Rule","2015-03-27","specialistprintingequipmentandmaterialsoffences.html","http://services.parliament.uk/bills/specialistprintingequipmentandmaterialsoffences.html","Specialist Printing Equipment and Materials (Offences)","2014-2015","Baroness Berridge","Specialist Printing Equipment and Materials (Offences)"
"http://data.parliament.uk/resources/393542","Ten Minute Rule","2015-03-27","specialistprintingequipmentandmaterialsoffences.html","http://services.parliament.uk/bills/specialistprintingequipmentandmaterialsoffences.html","Specialist Printing Equipment and Materials (Offences)","2014-2015","Mr David Amess","Specialist Printing Equipment and Materials (Offences)"
"http://data.parliament.uk/resources/393545","Government","2015-03-27","recallofmps.html","http://services.parliament.uk/bills/recallofmps.html","Recall of MPs","2014-2015","Lord Wallace of Saltaire","Recall of MPs"
"http://data.parliament.uk/resources/393545","Government","2015-03-27","recallofmps.html","http://services.parliament.uk/bills/recallofmps.html","Recall of MPs","2014-2015","Nick Clegg","Recall of MPs"
"http://data.parliament.uk/resources/393567","Presentation","2015-03-27","unitedkingdomparliamentsovereigntyandjurisdictionoverborders.html","http://services.parliament.uk/bills/unitedkingdomparliamentsovereigntyandjurisdictionoverborders.html","United Kingdom Parliament (Sovereignty and Jurisdiction over Borders)","2014-2015","Sir William Cash","United Kingdom Parliament (Sovereignty and Jurisdiction over Borders)"
"http://data.parliament.uk/resources/393575","Ten Minute Rule","2015-03-27","womensrefugesprovisionandeligibility.html","http://services.parliament.uk/bills/womensrefugesprovisionandeligibility.html","Women’s Refuges (Provision and Eligibility)","2014-2015","Norman Baker","Women’s Refuges (Provision and Eligibility)"
"http://data.parliament.uk/resources/393576","Government","2015-03-27","lordsspiritualwomen.html","http://services.parliament.uk/bills/lordsspiritualwomen.html","Lords Spiritual (Women)","2014-2015","Lord Faulks","Lords Spiritual (Women)"
"http://data.parliament.uk/resources/393576","Government","2015-03-27","lordsspiritualwomen.html","http://services.parliament.uk/bills/lordsspiritualwomen.html","Lords Spiritual (Women)","2014-2015","Nick Clegg","Lords Spiritual (Women)"
"http://data.parliament.uk/resources/393579","Government","2015-03-27","corporationtaxnorthernireland.html","http://services.parliament.uk/bills/corporationtaxnorthernireland.html","Corporation Tax (Northern Ireland)","2014-2015","Baroness Randerson","Corporation Tax (Northern Ireland)"
"http://data.parliament.uk/resources/393579","Government","2015-03-27","corporationtaxnorthernireland.html","http://services.parliament.uk/bills/corporationtaxnorthernireland.html","Corporation Tax (Northern Ireland)","2014-2015","George Osborne","Corporation Tax (Northern Ireland)"
"http://data.parliament.uk/resources/393581","Ten Minute Rule","2015-03-27","votingcivicobligation.html","http://services.parliament.uk/bills/votingcivicobligation.html","Voting (Civic Obligation)","2014-2015","Mr David Winnick","Voting (Civic Obligation)"
"http://data.parliament.uk/resources/393587","Ten Minute Rule","2015-03-27","voter_registration.html","http://services.parliament.uk/bills/voter_registration.html","Voter Registration","2014-2015","Chris Ruane","Voter Registration"
"http://data.parliament.uk/resources/393592","Government","2015-03-27","houseofcommonscommission.html","http://services.parliament.uk/bills/houseofcommonscommission.html","House of Commons Commission","2014-2015","Lord Wallace of Saltaire","House of Commons Commission"
"http://data.parliament.uk/resources/393592","Government","2015-03-27","houseofcommonscommission.html","http://services.parliament.uk/bills/houseofcommonscommission.html","House of Commons Commission","2014-2015","William Hague","House of Commons Commission"
"http://data.parliament.uk/resources/393593","Ten Minute Rule","2015-03-27","tuitionfeetransparencyandaccountability.html","http://services.parliament.uk/bills/tuitionfeetransparencyandaccountability.html","Tuition Fee (Transparency and Accountability)","2014-2015","Oliver Colvile","Tuition Fee (Transparency and Accountability)"
"http://data.parliament.uk/resources/393597","Government","2015-03-27","supplyandappropriationanticipationandadjustments.html","http://services.parliament.uk/bills/supplyandappropriationanticipationandadjustments.html","Supply and Appropriation (Anticipation and Adjustments)","2014-2015","George Osborne","Supply and Appropriation (Anticipation and Adjustments)"
"http://data.parliament.uk/resources/393597","Government","2015-03-27","supplyandappropriationanticipationandadjustments.html","http://services.parliament.uk/bills/supplyandappropriationanticipationandadjustments.html","Supply and Appropriation (Anticipation and Adjustments)","2014-2015","Lord Newby","Supply and Appropriation (Anticipation and Adjustments)"
"http://data.parliament.uk/resources/393599","Ten Minute Rule","2015-03-27","victimsbillofrights.html","http://services.parliament.uk/bills/victimsbillofrights.html","Victims (Bill of Rights)","2014-2015","Elfyn Llwyd","Victims (Bill of Rights)"
"http://data.parliament.uk/resources/393606","Ten Minute Rule","2015-03-27","tobaccomanufacturersproducerresponsibility.html","http://services.parliament.uk/bills/tobaccomanufacturersproducerresponsibility.html","Tobacco Manufacturers’ Producer Responsibility","2014-2015","Paul Burstow","Tobacco Manufacturers’ Producer Responsibility"
"http://data.parliament.uk/resources/393607","Government","2015-03-27","financeno2.html","http://services.parliament.uk/bills/financeno2.html","Finance (No.2)","2014-2015","David Gauke","Finance (No.2)"
"http://data.parliament.uk/resources/393607","Government","2015-03-27","financeno2.html","http://services.parliament.uk/bills/financeno2.html","Finance (No.2)","2014-2015","Lord Newby","Finance (No.2)"
"http://data.parliament.uk/resources/393610","Ten Minute Rule","2015-03-27","taxtransparencyandinternationaldevelopment.html","http://services.parliament.uk/bills/taxtransparencyandinternationaldevelopment.html","Tax Transparency and International Development","2014-2015","Fiona O'Donnell","Tax Transparency and International Development"
"http://data.parliament.uk/resources/393432","HoL Private","2015-03-19","divorcefinancialprovisionbill.html","http://services.parliament.uk/bills/divorcefinancialprovisionbill.html","Divorce (Financial Provision)","2014-2015","Baroness Deech","Divorce (Financial Provision)"
"http://data.parliament.uk/resources/393425","Government","2015-03-11","seriouscrime.html","http://services.parliament.uk/bills/seriouscrime.html","Serious Crime","2014-2015","Lord Taylor of Holbeach","Serious Crime"
"http://data.parliament.uk/resources/393425","Government","2015-03-11","seriouscrime.html","http://services.parliament.uk/bills/seriouscrime.html","Serious Crime","2014-2015","Mrs Theresa May","Serious Crime"
"http://data.parliament.uk/resources/393424","Government","2015-03-10","childcarepayments.html","http://services.parliament.uk/bills/childcarepayments.html","Childcare Payments","2014-2015","Mr George Osborne","Childcare Payments"
"http://data.parliament.uk/resources/393458","Government","2015-03-04","pensionschemes.html","http://services.parliament.uk/bills/pensionschemes.html","Pension Schemes","2014-2015","Iain Duncan Smith","Pension Schemes"
"http://data.parliament.uk/resources/393458","Government","2015-03-04","pensionschemes.html","http://services.parliament.uk/bills/pensionschemes.html","Pension Schemes","2014-2015","Lord Bourne of Aberystwyth","Pension Schemes"
"http://data.parliament.uk/resources/393394","Government","2015-02-13","criminaljusticeandcourts.html","http://services.parliament.uk/bills/criminaljusticeandcourts.html","Criminal Justice and Courts","2013-2014","Chris Grayling","Criminal Justice and Courts"
"http://data.parliament.uk/resources/393394","Government","2015-02-13","criminaljusticeandcourts.html","http://services.parliament.uk/bills/criminaljusticeandcourts.html","Criminal Justice and Courts","2014-2015","Lord Faulks","Criminal Justice and Courts"
"http://data.parliament.uk/resources/393426","Government","2015-02-13","infrastructure.html","http://services.parliament.uk/bills/infrastructure.html","Infrastructure","2014-2015","Baroness Kramer","Infrastructure"
"http://data.parliament.uk/resources/393426","Government","2015-02-13","infrastructure.html","http://services.parliament.uk/bills/infrastructure.html","Infrastructure","2014-2015","Patrick McLoughlin","Infrastructure"
"http://data.parliament.uk/resources/393453","Government","2015-02-13","socialactionresponsibilityandheroism.html","http://services.parliament.uk/bills/socialactionresponsibilityandheroism.html","Social Action, Responsibility and Heroism","2014-2015","Chris Grayling","Social Action, Responsibility and Heroism"
"http://data.parliament.uk/resources/393453","Government","2015-02-13","socialactionresponsibilityandheroism.html","http://services.parliament.uk/bills/socialactionresponsibilityandheroism.html","Social Action, Responsibility and Heroism","2014-2015","Lord Faulks","Social Action, Responsibility and Heroism"
"http://data.parliament.uk/resources/393527","Government","2015-02-13","nationalinsurancecontributions.html","http://services.parliament.uk/bills/nationalinsurancecontributions.html","National Insurance Contributions","2014-2015","George Osborne","National Insurance Contributions"
"http://data.parliament.uk/resources/393527","Government","2015-02-13","nationalinsurancecontributions.html","http://services.parliament.uk/bills/nationalinsurancecontributions.html","National Insurance Contributions","2014-2015","Lord Newby","National Insurance Contributions"
"http://data.parliament.uk/resources/393529","Government","2015-02-13","insurance.html","http://services.parliament.uk/bills/insurance.html","Insurance","2014-2015","Andrea Leadsom","Insurance"
"http://data.parliament.uk/resources/393529","Government","2015-02-13","insurance.html","http://services.parliament.uk/bills/insurance.html","Insurance","2014-2015","Lord Newby","Insurance"
"http://data.parliament.uk/resources/393564","Government","2015-02-13","counterterrorismandsecurity.html","http://services.parliament.uk/bills/counterterrorismandsecurity.html","Counter-Terrorism and Security","2014-2015","Lord Bates","Counter-Terrorism and Security"
"http://data.parliament.uk/resources/393564","Government","2015-02-13","counterterrorismandsecurity.html","http://services.parliament.uk/bills/counterterrorismandsecurity.html","Counter-Terrorism and Security","2014-2015","Mrs Theresa May","Counter-Terrorism and Security"
